id,texto
555,"En relación con lo señalado en el “Anexo 7-8.C Informe Experto”, el Titular indica que “la actualización de la línea base de plantas del Proyecto permitió identificar nuevas áreas de bosque nativo de preservación dentro del área de influencia que serán afectadas por las obras. De esta manera, la presente adenda considera la adición de 4 informes de experto en 3 subsub-cuencas adicionales a las presentadas en el EIA”. Tras la revisión de estos nuevos antecedentes, en particular el Apéndice C29.C29-1 IE_Porl.chil Informe Experto Porlieria chilensis I.M. Johnst– PAS 150 Subsubcuenca Río Choapa Entre Estero Limahuida y Río Illapel, se señala lo siguiente: y descripción de cuenca
Respuesta:
XXXX
Selección y descripción de cuenca"
556,"El Titular menciona cuatro etapas para determinar el uso actual de la tierra. En la Etapa 2, el Titular indica que “La cartografía del uso de la tierra generada en las etapas anteriores fue posteriormente actualizada mediante fotointerpretación de imágenes satelitales disponibles en la plataforma Google Earth (2024 CNES/Airbus) con el objetivo de identificar cambios de uso y generar una cartografía del uso de la tierra actualizada hasta el año 2024”. Sin embargo, no define como fueron tratadas imágenes satelitales disponibles en la plataforma Google Earth. Al respecto, se solicita al Titular precisar qué herramientas de edición de Google Earth se emplearon para identificar los cambios en el uso del suelo entre 2019 y 2024, detallando los criterios utilizados en la fotointerpretación para la identificación de dichos cambios. Esto, considerando que la interpretación subjetiva puede generar sesgos en los resultados.
En el paso 3 el Titular indica que “Se realizó una descripción de la vegetación mediante el método de la Carta de Ocupación de Tierras… Posteriormente el uso correspondiente a bosque fue validado también con parcelas de inventario forestal y/o transectos de cobertura arbórea”. En este sentido, se indica al Titular que esta metodología (COT) es principalmente cualitativa y considera únicamente las especies dominantes de una formación vegetal, excluyendo de la clasificación rodales de bosque y bosque nativo de preservación que, debido a la naturaleza y objetivos del Catastro, no son capturados por esta metodología. En la Tabla siguiente:
Tabla: Ejemplos de formaciones vegetacionales erróneamente identificadas.
*ID de la formación vegetacional del archivo “Formaciones_vegetacionales_Rev0” del Anexo 2-7.C ""Respaldo cartográfico"".
Respuesta:
XXXX
Caracterización del bosque nativo de preservación en el área del Proyecto o actividad"
557,"En cuanto a la caracterización de la vegetación en la cuenca de estudio, el Titular señala que en el Paso 2: Segmentación de hábitat: ""Posteriormente –y para diferenciar posibles hábitats– la cartografía de BNP potencial fue revisada y segmentada, usando como criterios la topografía (e.g., la exposición) y la fisiografía o el relieve (e.g., laderas, piedemonte) del territorio, separando las diferentes condiciones de sitio o ambientales que influyen en la distribución de las formaciones vegetales y en la composición florística de ellas. Este proceso se realizó mediante fotointerpretación de imágenes satelitales disponibles en la plataforma Google Earth (2024 CNES/Airbus). ""
Al respecto, se reitera que la delimitación de polígonos de BNP potenciales mediante Google Earth no es un método adecuado, ya que esta plataforma no ofrece la resolución, precisión ni los criterios técnicos necesarios para una caracterización rigurosa del recurso. En particular, la identificación de BNP en la cuenca de estudio presenta limitaciones significativas debido a la intensa presión de ramoneo sobre Porlieria chilensis en la región. Esta presión ha generado un crecimiento reducido y una estructura altamente antropizada, lo que dificulta su identificación mediante fotointerpretación.
En el Paso 3, se establece que las unidades o polígonos de BNP potencial fueron prospectados para validar su condición de bosque, considerando su uso actual del suelo, la composición de especies nativas y una cobertura arbórea igual o superior al 10%. No obstante, este proceso podría estar sujeto a un sesgo metodológico, dado que la identificación inicial en el Paso 2, basada en fotointerpretación con Google Earth, podría no haber detectado ciertas áreas de bosque nativo de preservación. Como consecuencia, estas zonas no habrían sido incluidas en la prospección de campo, lo que podría derivar en una caracterización parcial de la cuenca de estudio.
En este sentido, se insta al Titular a ampliar la caracterización del área de estudio, asegurando la aplicación de metodologías adecuadas para la identificación y delimitación del BNP, conforme a lo establecido en la “Guía para la solicitud de excepcionalidad del artículo 19 de la Ley N.º 20.283 sobre Recuperación del Bosque Nativo y Fomento Forestal” (CONAF, 2020). Asimismo, se solicita precisar qué herramientas de edición fueron utilizadas en la delimitación realizada.
Estimación del número de individuos de Porlieria Chilensis y densidades de las especies acompañantes
Respecto al diseño de muestreo, el informe de experto señala que correspondió a un Muestreo Aleatorio Simple (MAS), con parcelas de inventario forestal de 500 m2 (10 x 50m), seleccionadas aleatoriamente desde un marco de muestreo conformado por el  conjunto de parcelas de 500 m2 que cubren sin solapamiento la superficie total de bosque nativo de preservación (BNP) de la especie en la cuenca. Sin embargo, al representar las parcelas de inventario en la cuenca, es evidente que dan zonas sin muestrear y caracterizar por el muestreo (Figura “Distribución de parcelas de inventario (puntos verdes) en la cuenca (polígono azul). En elipsoides rojos se representan las áreas sin muestrear de la cuenca”.) Por lo que el muestreo no es representativo de la cuenca.
Distribución de parcelas de inventario (puntos verdes) en la cuenca (polígono azul). En elipsoides rojos se representan las áreas sin muestrear de la cuenca.
Se indica al Titular que el diseño de muestreo debe asegurar una distribución espacial adecuada de las parcelas, en función del objetivo del PAS 150, que es evaluar la amenaza a la continuidad de Porlieria chilensis a nivel de cuenca.
Dado lo anterior, se indica la necesidad de aclarar las inconsistencias en la localización y distribución de las parcelas, justificar la omisión de unidades muestrales en el inventario y ampliar la captura de información del BNP de Porlieria chilensis a nivel de cuenca, de manera que refleje adecuadamente su distribución. Además, se solicita explicitar los fundamentos estadísticos del cálculo muestral, incluyendo la justificación de los parámetros empleados y la metodología para la asignación final de unidades muestrales.
Respuesta:
XXXX
Censo de las especies en categoría de conservación afectadas por las obras y actividades del Proyecto.
Intervención de individuos en categoría de conservación."
558,"Debido a que el diseño de muestreo no es representativo de la cuenca y se han identificado errores en la clasificación de las formaciones vegetales, se solicita al Titular actualizar dicho diseño y, en consecuencia, revisar la identificación de los individuos de Porlieria chilensis que podrían verse afectados por las obras y actividades del Proyecto. de especies en categoría de conservación cuyo hábitat será alterado. Respuesta:
XXXX
Individuos de especies en categoría de conservación cuyo hábitat será alterado."
559,"El Titular no ha definido en su totalidad la superficie de Bosque Nativo de Preservación (BNP) que será alterado por las obras y actividades del Proyecto, ni ha identificado con precisión los individuos de especies en categoría de conservación cuyo hábitat será afectado. Según el informe, solo se reconoce la alteración del hábitat de solo un ejemplar de Porlieria chilensis, mientras que la intervención directa afectará a 72 ejemplares. Se señala que el emplazamiento del Proyecto generará un proceso de fragmentación del hábitat, lo que provocará cuatro impactos principales en el paisaje:
Pérdida progresiva de superficie del hábitat original.
Subdivisión creciente del hábitat remanente.
Incremento de la relación perímetro/superficie del hábitat, aumentando la exposición a efectos de borde.
Aumento del distanciamiento entre parches de BNP, afectando la conectividad ecológica.
Además, el Proyecto implicará la intervención directa de individuos de especies en categoría de conservación (corta, descepado, destrucción o eliminación), junto con la alteración del hábitat, aspecto que no ha sido definido por el Titular.
La fragmentación del hábitat está estrechamente ligada a la degradación antrópica, especialmente cuando no ocurre de manera aleatoria (García, 2011). Fahrig (2003) distingue entre la pérdida de hábitat y la alteración de su conFiguración espacial (incremento en la subdivisión), lo que se conoce como fragmentación per se. Este proceso incrementa el riesgo de extinción local de especies a través de tres mecanismos principales:
Reducción directa del tamaño de las poblaciones debido a la pérdida neta de hábitat (Andrén, 1994; Fahrig, 2003).
Reducción indirecta del tamaño poblacional por el aislamiento de fragmentos, lo que dificulta la dispersión entre subpoblaciones (Fahrig y Merriam, 1994; Hanski, 1998).
Disminución de la eficacia biológica de las especies en los fragmentos, debido a las condiciones ambientales adversas generadas por el incremento de la relación perímetro/superficie (efectos de borde; Murcia, 1995).
Estos efectos pueden manifestarse como consecuencia del emplazamiento del Proyecto. La fragmentación implica un cambio en la estructura del paisaje y opera a escalas específicas, donde el aumento de la heterogeneidad se hace evidente con la desaparición y subdivisión del hábitat original (García, 2008).
En este contexto, el principio precautorio, consagrado en el artículo 15 de la Declaración de Río de 1992, establece que ""cuando haya peligro de daño grave o irreversible, la falta de certeza científica absoluta no deberá utilizarse como razón para postergar la adopción de medidas eficaces en función de los costos para impedir la degradación del medio ambiente"".
Este principio se fundamenta en dos elementos clave: (i) la existencia de un riesgo significativo de daño y (ii) la ausencia de certeza científica absoluta. Dado que la alteración del hábitat puede afectar la continuidad de la especie, la aplicación de este principio resulta pertinente para garantizar la protección efectiva del Bosque Nativo de Preservación de Porlieria chilensis.
El artículo 1°, literal a) del D.S. N° 93/2008 del Ministerio de Agricultura, define la alteración del hábitat como un ""cambio en el ambiente de uno o más individuos de una especie vegetal, que puede llevar a su muerte o a que se vea imposibilitado de reproducirse"". En este sentido, para que se configure la alteración del hábitat, basta con que un solo individuo experimente un cambio que comprometa su supervivencia o reproducción, sin necesidad de que se afecte a un número mínimo de individuos o se supere un umbral poblacional, siendo el uso de parámetros basados en la persistencia poblacional, como los propuestos por el Titular, resulta inadecuado.
Dado lo anterior, el Titular debe evaluar la alteración del hábitat considerando los efectos indirectos derivados de la ejecución del Proyecto ya que obras como los frentes de trabajo, caminos nuevos y accesos a torres pueden modificar la estructura del suelo, aumentar la compactación, reducir la infiltración de agua y generar escorrentía, afectando la disponibilidad de recursos para Porlieria chilensis. Además, la construcción de caminos facilita la introducción de especies invasoras y modifica las condiciones microclimáticas, lo que podría comprometer la regeneración y viabilidad de la especie.
Por lo anterior, se solicita al Titular identificar con precisión las superficies y ejemplares de Porlieria chilensis que serán alterados por las obras del Proyecto.
Respuesta:
XXXX
Superficie de Bosque Nativo de preservación en el área del Proyecto o actividad."
560,"Se reitera la observación previa respecto a la necesidad de reconocer completamente la superficie de alteración del hábitat. Asimismo, se solicita que, al contabilizar la superficie y los individuos afectados, se incluyan también aquellos cuya área de hábitat será alterada. En función de lo anterior, se requiere actualizar la Tabla 4-4 ""Bosque Nativo de Preservación en las Obras o Actividades del Proyecto"" del informe de experto. Respuesta:
XXXX
Evaluación de las amenazas sobre la continuidad de las especies clasificadas en categoría de conservación en la cuenca."
561,"En relación con la evaluación de las métricas de las amenazas que afectan la continuidad de las especies clasificadas en categoría de conservación en la cuenca, se identifica que el Titular presenta incertezas en la cuantificación del Bosque Nativo de Preservación (BNP), producto del sesgo en el diseño muestral. Asimismo, no ha identificado con precisión todos los individuos cuyo hábitat será alterado ni la superficie total de alteración asociada. Esta falta de información modifica los datos a analizar y tiene implicancias directas en 15 de las 19 variables utilizadas para determinar el grado de amenaza, según la Tabla 9 de la Guía del Artículo 19 (CONAF, 2020), a saber:
Matriz del paisaje.
Número de fragmentos.
Área media del fragmento.
Superficie total de la clase bosque.
Índice de forma medio.
Dimensión fractal media de los fragmentos.
Distancia media al vecino más próximo.
Índice de proximidad media.
Área núcleo total.
Número de áreas núcleo.
Riqueza de especies.
Abundancia de especies
Regeneración.
Brinzales.
Aboles adultos.
Respuesta:
XXXX
Medidas para asegurar la continuidad de la especie."
562,"El Titular no incorporó en su evaluación y propuesta la totalidad de la superficie e individuos de la ECC Porlieria chilensis cuyo hábitat será alterado, por lo tanto, la información presentada en la Tabla 6-2. “Cifras de afectación de bosque nativo de preservación y número de individuos de las ECC”, del Informe de Experto, para Porlieria chilensis solo en una de las obras declara alteración de hábitat, lo cual es un error, y no estarían siendo restituida la superficie de BNP e individuos de la ECC por el Titular a los ecosistemas de cuenca, a través de una medida de continuidad. Se indica que los individuos a intervenir o alterar que no han sido cuantificados no estarían siendo restituidos en los ecosistemas de la cuenca mediante las medidas de continuidad. Por lo tanto, se solicita al Titular cuantificar la totalidad de los individuos de Porlieria chilensis que serán afectados por las obras y actividades del Proyecto y, en función de ello, actualizar la información contenida en la Tabla 6-6 del Informe de Experto.
Por lo anterior, se solicita al Titular actualizar la medida de continuidad para la especie en categoría de conservación (ECC) en la cuenca C29.
Respuesta:
XXXX
Medida: “Establecimiento de un bosque nativo de preservación de la especie Porlieria chilensis"
563,"En cuanto a los Parámetros de seguimiento y umbrales de cumplimiento para evaluar el cumplimiento de las medidas para asegurar la continuidad de la especie"". En relación con la columna ""Método o procedimiento"", se solicita precisar cuáles son los estándares de plantación que se utilizarán, así como detallar el diseño de muestreo con parcelas permanentes de inventario forestal. Respuesta:
XXXX"
564,"Respecto a la Tabla 6-4. “Descripción de las actividades a ejecutar en la medida para asegurar la continuidad de la especie Porlieria chilensis”, se señala lo siguiente: Respecto a la actividad de producción de plantas, se solicita al Titular indicar la ubicación del o los viveros destinados a la propagación y viverización de las plántulas, asegurando que estos se encuentren en condiciones climáticas similares a las del sitio donde se implementará la medida. Esto con el fin de favorecer la adaptación de las plantas al entorno y optimizar las probabilidades de éxito en su establecimiento y crecimiento.
En cuanto a la preparación del sitio, el Titular señala que “Consistirá en una serie de actividades desarrolladas para acondicionar el terreno y facilitar la instalación y el desarrollo de la plantación”. Al respecto, se solicita detallar de manera explícita la totalidad de actividades destinadas a la preparación del suelo, a fin de evaluar su efectividad en función del objetivo de la medida y las características del sitio propuesto.
Respecto a la plantación, en la “Etapa 1 (año 3): Plantación de especies acompañantes (Acacia caven, Lithraea caustica y Quillaja saponaria)”, se requiere mayor detalle sobre las acciones previstas para abordar posibles dificultades en el establecimiento de estas especies, indicando las medidas correctivas que se implementarán en caso de que no logren establecerse según lo planificado.
En relación con el punto 6.1.3 Superficie comprometida y número de individuos considerados en la medida, se solicita al Titular incluir detalles sobre el patrón o diseño de plantación propuesto, especificando la distribución de las plantas en los sitios de plantación para cada etapa de la sucesión. Es fundamental indicar si se empleará un diseño regular (como cuadrícula o filas), aleatorio o adaptativo, así como las distancias entre plantas y líneas de plantación, dado que esta información resulta esencial para la fiscalización y el seguimiento de la medida.
Respuesta:
XXXX
PAS151"
565,"Revisado los antecedentes de la Adenda, se hace presente que en las respuestas del Tomo V, partes 1 a 4, no se encontró la respuesta específica para las consultas del ICSARA sobre el PAS 151. Por lo tanto, si bien se analizaron los Anexos actualizados del PAS 151, el Titular deberá entregar las respuestas al ICSARA en la próxima etapa de evaluación. Respuesta:
XXXX
Región de Atacama
PAS 151 Provincia de Copiapó y Provincia de Chañaral"
566,"Referente a la respuesta 577 del Tomo V (parte 1) de la Adenda, en relación a las observaciones generales a los PAS 148, 149, 150, 151 y 153 (Anexo 05 ADENDA Tomo V_PAS 1), se señala que el Titular, al identificar erróneamente las formaciones vegetacionales existentes en el área de influencia del Proyecto, presentó Permisos Ambientales Sectoriales incorrectamente. En atención a ello, señalar que el PAS 151 Provincia de Chañaral, en el apartado 2.2. Información sobre la Formación Xerofítica, se indica como especies que conforman la Formación Xerofítica a las especies Bulnesia Chilensis y Eriosyce curvispina. Respecto a lo anterior, se solicita al Titular verificar la identificación de las mencionadas especies, dado que los sectores de formaciones xerofíticas propuestos a intervenir se encuentran fuera del área de distribución de las mismas. Respuesta:
XXXX"
567,"Referente a la respuesta 583 del Tomo V (parte 1) de la Adenda, donde se solicita al Titular incluir la información referida a la superficie total de los predios, según su título de dominio y Rol asociado al Servicio de Impuestos Internos, en la cual señala que la información solicitada no forma parte de los contenidos ambientales exigibles para la evaluación del PAS 151, se recuerda al Titular que la descripción del predio objeto de la corta de formaciones xerofíticas, si es un contenido técnico y formal que deben presentarse para acreditar el cumplimiento de dicho PAS, establecido en el Artículo 151 letra a) de la Ley N°19.300. En consecuencia, se reitera la observación para el PAS 151 de la Provincia de Copiapó, donde el Titular presenta dos predios a intervenir para toda la provincia, debiendo verificar si existen más predios en el área de intervención para que sean descritos en dicho permiso. Respuesta:
XXXX
Región de Coquimbo
PAS 151 Provincia de Elqui"
568,"Al efectuar la revisión de los sectores de corta, se indica al Titular que hay sectores que contienen formaciones xerofíticas que no presentaron el PAS 151, según Tabla a continuación. Tabla: Formaciones reguladas por Ley 20.283, no identificadas por Titular.
Por otro lado, el Titular en las obras siguientes presenta PAS 151, sin perjuicio de que, conforme a lo detectado por profesionales de la CONAF en visita de terreno, corresponde presentar PAS 148 o una parte del permiso presentado corresponde a PAS 150, según Tabla a continuación. Tabla: Permisos Ambientales erróneos según obras, constatado en visita a terreno
Respuesta:
XXXX
PAS 151 Provincia de Limarí"
569,"Durante visita de terreno por profesionales de la CONAF, se pudo identificar que no se presentaron el PAS 151 para construir las siguientes obras proyectadas las cuales se presentan en la Tabla, a continuación. Tabla: PAS 151 a presentar por obras proyectadas.
Respuesta:
XXXX"
570,"Respecto de las siguientes estructuras proyectadas, se indica que las listadas en la Tabla, a continuación, no corresponde la presentación del PAS 151, debido a que no conforman formaciones vegetales reguladas por Ley 20.283. Se solicita al Titular rectificar. Tabla: No aplica PAS 151 según la Ley 20.283.
Respuesta:
XXXX"
571,"En relación a las siguientes estructuras, se identificó que parte del PAS 151 corresponde a otro PAS y, por tanto, se deberá complementar con el PAS correspondiente, según Tabla, a continuación.Tabla: PAS 151 complementado con otros PAS, según estructura. Respuesta:
XXXX
PAS 151 Provincia de Choapa"
572,"Durante visita de terreno por profesionales de la CONAF, se pudo identificar que no se presentaron el PAS 151 para construir las siguientes obras proyectadas, según Tabla, a continuación. Tabla: PAS 151 a presentar por obras proyectadas.
Respuesta:
XXXX"
573,"El Titular presentó el PAS 151, sin embargo, conforme a la visita de terreno por profesionales de la CONAF, se pudo identificar que alguno de ellos corresponde al PAS 148 y/o PAS 150 o viceversa, según Tabla, a continuación. Tabla: Permisos Ambientales erróneos según obras, constatado en visita a terreno
Respuesta:
XXXX
Región de Valparaíso
PAS 151 Provincia de Petorca y San Felipe"
574,"Respecto a las medidas de diversidad biológica, se reitera al Titular ampliar la información de las medidas y/o antecedentes necesarios para asegurar la protección de la diversidad biológica y- con ello- resolver que efectivamente la intervención  propuesta, con su justificación fundada, se resguarde y sustente el ecosistema presente, teniendo en cuenta que son específicas para el PAS 151. Respuesta:
XXXX
PAS 151 Provincia de Petorca"
575,"Respecto a los antecedentes del PAS 151 para la provincia de Petorca, del “ANEXO_07-09G_PAS151_Provincia_Petorca” de la Adenda, se solicita: Aclarar la superficie efectiva de los sectores 8.2; 9.5 y 13.8 ya que se observó que parte de su superficie no está asociada a ninguna obra declarada por el Proyecto. A modo de ejemplo, se muestra- a continuación- la superficie solicitada para el sector 9.5 (entre las torres T-2410 y T-2411).
Ampliar las medidas de protección de suelos para los sectores que presentan condiciones de pendientes superiores a 10% y erosión moderada o mayor. Estas deberán ser descritas para cada sector, detallando dimensiones, plazo de ejecución, ubicación y superficie (indicar en cartografía), de manera que pueda verificarse que estas acciones no generarán afectación más allá de los sectores solicitados para las obras del Proyecto.
Ampliar las medidas para la conservación de la biodiversidad específicas para las formaciones xerofíticas a intervenir, que corresponde al requisito de otorgamiento del PAS 151, en cada sector, en función de las singularidades que presentan. Estas medidas deberán ser distintas y adicionales a cualquier otra medida de mitigación, reparación y/o compensación que se haya planteado en función de la evaluación de impactos del Proyecto.
Respuesta:
XXXX
PAS 151 Provincia de San Felipe"
576,"Respecto a los antecedentes del PAS 151, para la provincia de San Felipe, del “ANEXO_07-09H_PAS151_Prov_San_Felipe_Aconcagua” de la Adenda, se solicita: Aclarar la superficie efectiva del sector 1.09, ya que se observó, que no está asociado a ninguna obra declarada por el Proyecto.
Ampliar las medidas de protección de suelos para los sectores que presentan condiciones de pendientes superiores a 10% y erosión moderada o mayor. Estas deberán ser descritas para cada sector, indicando dimensiones, plazo de ejecución, ubicación y superficie (indicar en cartografía), de manera que se pueda verificar que no generarán afectación más allá de los sectores solicitados para las obras del Proyecto.
Ampliar las medidas para la conservación de la biodiversidad específicas para las formaciones xerofíticas a intervenir, que corresponde al requisito de otorgamiento del PAS 151, en cada sector, en función de las singularidades que presentan. Estas medidas deberán ser distintas y adicionales a cualquier otra medida que se haya planteado en función de la evaluación de impactos del Proyecto.
Respuesta:
XXXX
Región Metropolitana"
577,"En la Tabla “Comparativo Permiso ambiental sectorial (PAS) – Región de Metropolitana” contenida en la observación 256 del presente ICSARA Complementario, se comparan los PAS informados por el Titular y lo revisado por los profesionales de CONAF en terreno entre el 25 de noviembre y 6 de diciembre de 2024. Para los casos que correspondan, se solicita aclarar, rectificar o ampliar la información en cuanto a los requisitos y contenidos. Se solicita poner especial atención en las provincias de Chacabuco y Santiago. Respuesta:
XXXX
PAS 151 Provincia de Chacabuco"
578,"Con relación al punto 2.5, “Medidas adoptadas para asegurar la diversidad biológica” y en concordancia con lo señalado previamente en el PAS 151 Chacabuco, se reitera que las medidas propuestas no cumplen con el objetivo de conservar la biodiversidad ya que se tratarían- más bien- de medidas de mitigación orientadas a reducir el impacto del Proyecto sobre la formación xerofítica. Por lo tanto, se reitera al Titular proponer medidas adecuadas y acordes al propósito de la evaluación ambiental, que efectivamente garanticen la conservación de la diversidad biológica. Respuesta:
XXXX"
579,"En relación con el Apéndice APN1 Formulario PAS 151, se señalan las siguientes observaciones: El punto 2.1, sobre información del sitio (Apéndice 5, hoja 2.1), se presenta una Tabla formato Excel, donde una de las columnas corresponde a las pendientes de las áreas intervención. Parte de esta Tabla se muestra en la imagen siguiente, evidenciando que varían desde fuertemente inclinadas hasta muy escarpadas.
Parte de la Tabla del apéndice 5, hoja 2.1
Como ejemplo, en la siguiente imagen, se observa el trazado de un camino con un ancho promedio de 8 metros, ubicado en un sector con una pendiente transversal del 65% y curvas de nivel cada 25 metros. Dadas estas condiciones, resulta fundamental dimensionar con mayor precisión el área de intervención y la afectación sobre las formaciones xerofíticas. Para ello, se recomienda al Titular incluir perfiles transversales del terreno que permitan una estimación más ajustada a la realidad.
Trazado de camino, con pendiente transversal de 65%
Asimismo, en el punto 6.2 “Medidas para la protección de suelos” se identifican áreas con rangos de pendiente que, según la pauta para estudios de suelo del SAG, corresponden a terrenos moderadamente escarpados, escarpados y muy escarpados, y que incluyen suelos con niveles de erosión moderada, severa o muy severa de acuerdo a las definiciones del DS 82/2010 del Minagri.
En línea con lo señalado anteriormente, se reitera al Titular que las obras asociadas a los caminos de acceso a los frentes de trabajo se desarrollarán en terrenos de montaña con alta pendiente. Por esta razón, se solicita justificar el trazado de dichos caminos en función de los estándares de construcción de caminos rurales en estas condiciones (por ejemplo, la pendiente máxima longitudinal en caminos forestales no debe superar el 12%). Asimismo, se requiere justificar las áreas y superficies de ocupación de estos caminos, considerando la pendiente transversal del terreno, la cual generará una superficie de corta y una superficie de relleno. Esto permitirá cuantificar con mayor precisión la superficie de corta de las formaciones xerofíticas.
Adicionalmente, en el apartado correspondiente a las medidas de protección de suelos, se debe especificar y justificar de manera fundamentada las medidas de control de erosión u otras obras de estabilización, considerando lo señalado en las observaciones del PAS 148 Región Metropolitana.
Respuesta:
XXXX"
580,"Se informa que la presentación de la cobertura de curvas de nivel a escala 1:50.000 es inadecuada para una visualización precisa del trazado de caminos. Por lo tanto, se sugiere al Titular utilizar curvas de nivel a escalas más detalladas, entre 1:10.000 y 1:25.000. Respuesta:
XXXX
PAS 151 Provincia de Santiago"
581,"De acuerdo con los antecedentes presentados en el PAS 151 del Anexo_07- 09J de la Adenda, se reitera al Titular aclarar la superposición existente entre la Pila N°3, correspondiente a la DIA ""Reubicación de Pila N°3"", que cuenta con la RCA aprobada N°202313001366, de fecha 31 de agosto de 2023 (Figura “El predio N°2 corresponde al sector denominado Pila N°3, que cuenta con PAS 151, RCA N°202313001366”) y la subestación seccionadora Lo Aguirre del Proyecto (Figura “Emplazamiento Subestación seccionadora Lo Aguirre - Proyecto KIMAL”), ya que no declara en el PAS 151 la corta de formación xerofítica correspondiente a 15,5 hectáreas, las cuales cuentan con acreditación del PAS 151 (ORD. N°75-EA/2023, de fecha 31 de julio de 2023) del proyecto DIA ""Reubicación de Pila N°3"". El predio N°2 corresponde al sector denominado Pila N°3, que cuenta con PAS 151, RCA N°202313001366
Emplazamiento Subestación seccionadora Lo Aguirre - Proyecto KIMAL
Respuesta:
XXXX"
582,"Con relación al punto 2.5, “Medidas adoptadas para asegurar la diversidad biológica” y, en concordancia con lo señalado previamente en el PAS 151 Chacabuco, se reitera que las medidas propuestas no cumplen con el objetivo de conservar la biodiversidad ya que se tratarían- más bien- de medidas de mitigación orientadas a reducir el impacto del Proyecto sobre la formación xerofítica. Por lo tanto, se solicita al Titular proponer medidas adecuadas y acordes al propósito de la evaluación ambiental que efectivamente garanticen la conservación de la diversidad biológica. Respuesta:
XXXX"
583,"Respecto al Apéndice APN_1 Formulario del PAS151 de la Adenda, se señalan las siguientes observaciones: En el punto 2 del formulario, se presenta el cuadro con información de los sitios a intervenir, según Tabla, a continuación. En tres de los sitios la pendiente supera el 30% de pendiente. Por lo anterior, se reitera al Titular presentar medidas de protección al componente suelo, acordes a las condiciones de pendiente señaladas, tal como la solicitud efectuada al PAS 148.
Información sobre el sitio
Respecto a las obras asociadas a los caminos de acceso a los frentes de trabajo, se realizarán en terrenos moderadamente escarpados, escarpados y muy escarpados (terrenos de montaña), por lo que se reitera al Titular justificar el trazado de dichos caminos conforme a los estándares de construcción de caminos rurales en áreas de montaña (por ejemplo, la pendiente máxima longitudinal en caminos forestales no debe superar el 12%).
Asimismo, se reitera justificar las áreas y la superficie de ocupación de estos caminos, considerando también la pendiente transversal del camino, la cual generaría una superficie de corta y una superficie de relleno.
Lo anterior, puede visualizarse en la Figura siguiente, donde el cálculo de la pendiente transversal del camino fue de 39%. Esto sugiere que el ancho de intervención (corte del cerro, camino y terraplén excedente) será mayor al ancho promedio de 8 metros informado por el Titular para ese sector.
Pendiente transversal estructura T-2680 con curvas de nivel cada 25 metros (DEM ASTER)
Se reitera al Titular que la presentación de la cobertura de curvas de nivel a escala 1:50.000 no es adecuada para una visualización precisa del trazado de los caminos. Por ello, se sugiere presentar las curvas de nivel en una escala entre 1:10.000 y 1:25.000.
Respuesta:
XXXX
PAS 153"
584,"Revisado los antecedentes de la Adenda, se hace presente que las respuestas del Capítulo 05, tomos 1 a 4 de la Adenda, no se encontró la respuesta específica para las consultas del ICSARA sobre el PAS 153. Si bien, se analizaron los Anexos actualizados del PAS 153, el Titular debe entregar las respuestas al ICSARA en la próxima etapa de evaluación. Respuesta:
XXXX
Región de Valparaíso
PAS 153"
585,"Respecto al PAS 153, téngase presente que, si bien el artículo 153 del D.S. 40/2012 del MMA, no señala explícitamente una medida de revegetación, dentro de los requisitos de otorgamiento se señala que “para su otorgamiento consisten en no afectar el valor paisajístico del lugar, y asegurar la protección de las quebradas, cuando corresponda”. En consecuencia, se reitera al Titular incorporar medidas de revegetación alineadas con la conservación de la biodiversidad de los árboles y arbustos aislados, indicando -al menos- el número de ejemplares a reponer y el área aproximada de reposición dentro del área de protección, asegurando así su objetivo de creación. Respuesta:
XXXX
Región Metropolitana
PAS 153 Provincia de Chacabuco"
586,"De acuerdo con los antecedentes presentados en el PAS 153 del Anexo 07- 10B de la Adenda, la intervención de áreas declaradas de protección abarca 5,06 hectáreas, distribuidas en 19 predios de la provincia de Chacabuco, afectando un total de 1.224 ejemplares. En este contexto, se solicita al Titular incorporar medidas de revegetación alineadas con la conservación de la biodiversidad de los árboles y arbustos aislados, asegurando así el objeto de protección de las áreas declaradas de protección. Respuesta:
XXXX"
587,"En relación con el Apéndice APN_2_Cartografía de la Adenda, en el archivo shapefile, la suma de los polígonos de corta es de 8,73 hectáreas, mientras que en el formulario se indica un total de 5,06 hectáreas. Por lo tanto, se solicita al Titular rectificar la superficie de corta. Respuesta:
XXXX"
588,"Respecto a este PAS, se reitera al Titular la necesidad de considerar las mismas observaciones formuladas para los PAS 148 y 151, en lo referente al trazado de caminos en áreas de montaña. Asimismo, se solicita justificar con mayor precisión las superficies de intervención y adoptar medidas específicas para la protección de suelos. 153 Provincia de Santiago Respuesta:
XXXX
PAS 153 Provincia de Santiago"
